ID,Expression,Answer
16811,539-414,125
16812,158-390,-232
16813,114-397,-283
16814,109-899,-790
16815,800-684,116
16816,276-640,-364
16817,411-124,287
16818,779-437,342
16819,456-936,-480
16820,56-248,-192
16821,442-615,-173
16822,337-794,-457
16823,76-153,-77
16824,62-767,-705
16825,392-482,-90
16826,971-789,182
16827,539-814,-275
16828,676-847,-171
16829,360-572,-212
16830,919-666,253
16831,868-971,-103
16832,124-985,-861
16833,252-3,249
16834,718-995,-277
16835,956-754,202
16836,326-400,-74
16837,394-531,-137
16838,792-219,573
16839,662-320,342
16840,260-453,-193
16841,125-631,-506
16842,837-781,56
16843,571-167,404
16844,880-718,162
16845,264-238,26
16846,980-875,105
16847,555-811,-256
16848,12-264,-252
16849,444-378,66
16850,740-175,565
16851,209-586,-377
16852,434-822,-388
16853,63-337,-274
16854,555-908,-353
16855,721-528,193
16856,747-815,-68
16857,806-74,732
16858,206-357,-151
16859,298-362,-64
16860,333-963,-630
16861,254-898,-644
16862,456-873,-417
16863,195-661,-466
16864,703-748,-45
16865,721-158,563
16866,331-567,-236
16867,687-302,385
16868,497-866,-369
16869,529-120,409
16870,155-72,83
16871,330-619,-289
16872,366-973,-607
16873,316-611,-295
16874,431-101,330
16875,721-599,122
16876,279-858,-579
16877,392-519,-127
16878,273-607,-334
16879,244-288,-44
16880,104-12,92
16881,314-113,201
16882,860-453,407
16883,508-29,479
16884,296-117,179
16885,562-822,-260
16886,647-391,256
16887,68-67,1
16888,766-299,467
16889,880-528,352
16890,149-473,-324
16891,197-13,184
16892,142-212,-70
16893,883-457,426
16894,712-117,595
16895,317-514,-197
16896,363-350,13
16897,168-603,-435
16898,947-780,167
16899,328-396,-68
16900,305-917,-612
16901,652-242,410
16902,329-442,-113
16903,62-853,-791
16904,168-224,-56
16905,765-12,753
16906,388-291,97
16907,400-432,-32
16908,642-546,96
16909,54-342,-288
16910,984-258,726
16911,190-473,-283
16912,516-284,232
16913,454-739,-285
16914,514-895,-381
16915,997-311,686
16916,574-74,500
16917,782-414,368
16918,131-217,-86
16919,395-621,-226
16920,505-172,333
16921,179-624,-445
16922,194-304,-110
16923,156-443,-287
16924,491-845,-354
16925,421-624,-203
16926,33-420,-387
16927,799-94,705
16928,389-594,-205
16929,709-654,55
16930,144-49,95
16931,735-438,297
16932,503-160,343
16933,365-657,-292
16934,956-196,760
16935,333-124,209
16936,161-674,-513
16937,598-451,147
16938,574-438,136
16939,723-566,157
16940,487-536,-49
16941,937-620,317
16942,110-187,-77
16943,330-93,237
16944,351-514,-163
16945,363-840,-477
16946,482-167,315
16947,45-229,-184
16948,787-225,562
16949,486-507,-21
16950,451-163,288
16951,77-88,-11
16952,732-239,493
16953,606-128,478
16954,992-793,199
16955,704-98,606
16956,733-726,7
16957,861-676,185
16958,236-37,199
16959,23-389,-366
16960,645-590,55
16961,360-603,-243
16962,751-162,589
16963,557-900,-343
16964,773-924,-151
16965,98-784,-686
16966,36-534,-498
16967,579-568,11
16968,600-917,-317
16969,15-500,-485
16970,4-630,-626
16971,82-625,-543
16972,107-832,-725
16973,601-89,512
16974,511-638,-127
16975,216-22,194
16976,630-7,623
16977,331-708,-377
16978,327-759,-432
16979,489-559,-70
16980,767-481,286
16981,76-25,51
16982,769-606,163
16983,200-173,27
16984,857-470,387
16985,489-403,86
16986,757-211,546
16987,58-145,-87
16988,244-432,-188
16989,839-28,811
16990,604-859,-255
16991,215-854,-639
16992,799-903,-104
16993,656-922,-266
16994,546-626,-80
16995,603-213,390
16996,566-13,553
16997,121-503,-382
16998,327-84,243
16999,176-361,-185
17000,946-28,918
17001,492-426,66
17002,548-549,-1
17003,352-935,-583
17004,910-910,0
17005,328-536,-208
17006,3-314,-311
17007,51-870,-819
17008,831-661,170
17009,551-830,-279
17010,628-899,-271
17011,331-549,-218
17012,206-38,168
17013,417-598,-181
17014,476-145,331
17015,77-546,-469
17016,671-216,455
17017,408-824,-416
17018,332-929,-597
17019,14-238,-224
17020,951-352,599
17021,357-27,330
17022,660-92,568
17023,720-977,-257
17024,503-575,-72
17025,815-405,410
17026,747-459,288
17027,44-249,-205
17028,94-381,-287
17029,265-117,148
17030,804-334,470
17031,787-697,90
17032,195-899,-704
17033,129-346,-217
17034,269-784,-515
17035,238-304,-66
17036,118-230,-112
17037,324-199,125
17038,346-188,158
17039,272-512,-240
17040,696-87,609
17041,713-327,386
17042,231-917,-686
17043,621-898,-277
17044,292-784,-492
17045,755-420,335
17046,672-688,-16
17047,802-703,99
17048,828-121,707
17049,833-506,327
17050,299-507,-208
17051,645-600,45
17052,802-733,69
17053,994-762,232
17054,587-131,456
17055,840-913,-73
17056,21-770,-749
17057,205-392,-187
17058,778-79,699
17059,357-62,295
17060,25-655,-630
17061,210-633,-423
17062,514-107,407
17063,517-253,264
17064,246-398,-152
17065,720-367,353
17066,791-101,690
17067,94-908,-814
17068,482-546,-64
17069,192-756,-564
17070,416-62,354
17071,199-391,-192
17072,370-303,67
17073,989-627,362
17074,473-293,180
17075,486-798,-312
17076,73-470,-397
17077,282-71,211
17078,305-473,-168
17079,157-621,-464
17080,565-750,-185
17081,971-220,751
17082,897-373,524
17083,4-3,1
17084,424-636,-212
17085,475-23,452
17086,865-162,703
17087,135-113,22
17088,570-778,-208
17089,145-664,-519
17090,599-177,422
17091,975-201,774
17092,838-998,-160
17093,285-620,-335
17094,465-372,93
17095,762-89,673
17096,813-389,424
17097,185-975,-790
17098,810-742,68
17099,173-392,-219
17100,961-87,874
17101,969-74,895
17102,57-938,-881
17103,452-316,136
17104,85-148,-63
17105,652-781,-129
17106,546-428,118
17107,529-447,82
17108,520-510,10
17109,857-524,333
17110,923-877,46
17111,12-933,-921
17112,578-64,514
17113,360-642,-282
17114,592-892,-300
17115,252-957,-705
17116,713-467,246
17117,921-67,854
17118,916-853,63
17119,488-916,-428
17120,206-33,173
17121,669-786,-117
17122,533-152,381
17123,999-531,468
17124,884-430,454
17125,309-560,-251
17126,610-786,-176
17127,485-552,-67
17128,92-835,-743
17129,349-328,21
17130,733-23,710
17131,961-543,418
17132,323-980,-657
17133,646-310,336
17134,538-790,-252
17135,981-65,916
17136,720-92,628
17137,428-397,31
17138,527-49,478
17139,494-701,-207
17140,724-190,534
17141,222-201,21
17142,743-884,-141
17143,669-100,569
17144,210-814,-604
17145,705-306,399
17146,221-973,-752
17147,60-157,-97
17148,108-213,-105
17149,396-274,122
17150,495-734,-239
17151,328-170,158
17152,611-256,355
17153,262-3,259
17154,180-447,-267
17155,596-60,536
17156,851-778,73
17157,221-190,31
17158,834-566,268
17159,298-482,-184
17160,287-350,-63
17161,790-442,348
17162,574-314,260
17163,67-250,-183
17164,262-985,-723
17165,444-847,-403
17166,368-771,-403
17167,569-636,-67
17168,945-638,307
17169,931-885,46
17170,751-753,-2
17171,224-857,-633
17172,678-487,191
17173,704-752,-48
17174,489-72,417
17175,895-496,399
17176,879-397,482
17177,384-963,-579
17178,358-444,-86
17179,112-340,-228
17180,417-386,31
17181,187-36,151
17182,41-86,-45
17183,172-170,2
17184,719-833,-114
17185,942-594,348
17186,383-826,-443
17187,400-40,360
17188,921-158,763
17189,683-122,561
17190,329-488,-159
17191,413-727,-314
17192,110-65,45
17193,31-238,-207
17194,360-891,-531
17195,196-177,19
17196,790-559,231
17197,39-151,-112
17198,451-384,67
17199,235-766,-531
17200,467-58,409
17201,640-704,-64
17202,620-583,37
17203,90-987,-897
17204,772-881,-109
17205,991-442,549
17206,614-173,441
17207,11-316,-305
17208,724-700,24
17209,194-454,-260
17210,38-656,-618
17211,189-339,-150
17212,344-33,311
17213,402-804,-402
17214,864-215,649
17215,314-754,-440
17216,258-159,99
17217,883-199,684
17218,632-712,-80
17219,472-633,-161
17220,518-577,-59
17221,325-598,-273
17222,286-543,-257
17223,981-324,657
17224,996-800,196
17225,850-96,754
17226,725-276,449
17227,198-346,-148
17228,637-399,238
17229,776-615,161
17230,239-647,-408
17231,73-445,-372
17232,693-809,-116
17233,387-450,-63
17234,567-945,-378
17235,256-164,92
17236,391-635,-244
17237,595-338,257
17238,953-96,857
17239,529-662,-133
17240,604-900,-296
17241,629-510,119
17242,885-343,542
17243,250-565,-315
17244,50-332,-282
17245,346-170,176
17246,333-348,-15
17247,914-618,296
17248,810-956,-146
17249,434-302,132
17250,960-315,645
17251,285-737,-452
17252,733-459,274
17253,426-749,-323
17254,428-12,416
17255,489-278,211
17256,364-948,-584
17257,621-59,562
17258,457-763,-306
17259,751-817,-66
17260,246-784,-538
17261,137-584,-447
17262,284-475,-191
17263,569-948,-379
17264,869-53,816
17265,773-844,-71
17266,511-712,-201
17267,866-486,380
17268,315-781,-466
17269,983-233,750
17270,389-132,257
17271,671-250,421
17272,228-786,-558
17273,984-226,758
17274,49-317,-268
17275,809-257,552
17276,703-693,10
17277,193-789,-596
17278,400-363,37
17279,435-211,224
17280,404-386,18
17281,123-740,-617
17282,831-777,54
17283,481-213,268
17284,978-700,278
17285,167-510,-343
17286,915-910,5
17287,891-58,833
17288,849-666,183
17289,950-802,148
17290,391-515,-124
17291,661-37,624
17292,179-194,-15
17293,744-532,212
17294,840-613,227
17295,625-914,-289
17296,319-972,-653
17297,615-811,-196
17298,449-472,-23
17299,679-601,78
17300,679-919,-240
17301,218-557,-339
17302,459-265,194
17303,730-529,201
17304,749-321,428
17305,197-668,-471
17306,993-592,401
17307,92-650,-558
17308,714-947,-233
17309,98-266,-168
17310,464-825,-361
17311,920-97,823
17312,26-428,-402
17313,266-387,-121
17314,385-663,-278
17315,260-382,-122
17316,308-841,-533
17317,575-60,515
17318,106-545,-439
17319,486-841,-355
17320,242-810,-568
17321,858-772,86
17322,628-390,238
17323,24-33,-9
17324,166-176,-10
17325,944-976,-32
17326,176-356,-180
17327,915-659,256
17328,28-137,-109
17329,216-927,-711
17330,109-150,-41
17331,710-230,480
17332,545-995,-450
17333,606-673,-67
17334,802-139,663
17335,307-938,-631
17336,215-750,-535
17337,462-514,-52
17338,486-134,352
17339,648-871,-223
17340,872-502,370
17341,394-728,-334
17342,508-413,95
17343,234-372,-138
17344,41-377,-336
17345,502-534,-32
17346,967-685,282
17347,453-435,18
17348,915-793,122
17349,574-84,490
17350,102-521,-419
17351,663-320,343
17352,223-184,39
17353,217-385,-168
17354,452-773,-321
17355,756-910,-154
17356,800-57,743
17357,202-561,-359
17358,542-460,82
17359,307-549,-242
17360,76-627,-551
17361,390-8,382
17362,616-404,212
17363,303-510,-207
17364,706-655,51
17365,839-85,754
17366,202-236,-34
17367,460-162,298
17368,410-941,-531
17369,656-89,567
17370,490-482,8
17371,197-290,-93
17372,890-524,366
17373,437-280,157
17374,248-777,-529
17375,321-407,-86
17376,526-279,247
17377,301-519,-218
17378,590-249,341
17379,217-49,168
17380,446-603,-157
17381,613-778,-165
17382,509-72,437
17383,86-207,-121
17384,524-809,-285
17385,295-772,-477
17386,327-13,314
17387,918-759,159
17388,249-741,-492
17389,920-788,132
17390,229-93,136
17391,463-79,384
17392,466-431,35
17393,327-426,-99
17394,27-598,-571
17395,197-103,94
17396,234-143,91
17397,294-409,-115
17398,901-989,-88
17399,894-961,-67
17400,370-752,-382
17401,524-149,375
17402,981-845,136
17403,755-809,-54
17404,773-166,607
17405,388-118,270
17406,978-15,963
17407,505-760,-255
17408,914-174,740
17409,731-330,401
17410,685-32,653
17411,485-303,182
17412,34-315,-281
17413,522-711,-189
17414,193-477,-284
17415,632-300,332
17416,745-970,-225
17417,759-87,672
17418,141-230,-89
17419,236-986,-750
17420,364-163,201
17421,891-618,273
17422,733-732,1
17423,348-436,-88
17424,586-14,572
17425,777-997,-220
17426,573-408,165
17427,604-453,151
17428,432-34,398
17429,958-184,774
17430,169-549,-380
17431,231-849,-618
17432,142-843,-701
17433,184-821,-637
17434,131-267,-136
17435,598-645,-47
17436,248-560,-312
17437,960-327,633
17438,989-743,246
17439,814-460,354
17440,403-282,121
17441,153-48,105
17442,856-141,715
17443,467-729,-262
17444,754-427,327
17445,894-3,891
17446,363-571,-208
17447,677-720,-43
17448,312-516,-204
17449,472-484,-12
17450,89-230,-141
17451,237-616,-379
17452,32-931,-899
17453,628-647,-19
17454,228-681,-453
17455,428-102,326
17456,973-917,56
17457,944-273,671
17458,601-982,-381
17459,903-888,15
17460,51-711,-660
17461,276-120,156
17462,546-808,-262
17463,468-746,-278
17464,692-75,617
17465,402-657,-255
17466,459-158,301
17467,237-466,-229
17468,240-580,-340
17469,732-512,220
17470,245-978,-733
17471,925-748,177
17472,128-431,-303
17473,913-756,157
17474,434-295,139
17475,48-22,26
17476,126-463,-337
17477,197-876,-679
17478,274-212,62
17479,810-969,-159
17480,825-983,-158
17481,280-730,-450
17482,201-4,197
17483,878-264,614
17484,718-469,249
17485,690-739,-49
17486,163-163,0
17487,363-604,-241
17488,674-125,549
17489,687-120,567
17490,892-457,435
17491,216-828,-612
17492,375-25,350
17493,407-7,400
17494,783-227,556
17495,56-375,-319
17496,836-181,655
17497,851-594,257
17498,97-656,-559
17499,709-257,452
17500,814-831,-17
17501,76-577,-501
17502,980-426,554
17503,216-610,-394
17504,888-756,132
17505,599-209,390
17506,720-891,-171
17507,880-149,731
17508,876-690,186
17509,612-621,-9
17510,872-158,714
17511,116-719,-603
17512,35-85,-50
17513,827-476,351
17514,249-586,-337
17515,527-71,456
17516,580-606,-26
17517,865-702,163
17518,847-777,70
17519,857-519,338
17520,254-979,-725
17521,539-299,240
17522,252-682,-430
17523,819-456,363
17524,124-148,-24
17525,910-202,708
17526,394-469,-75
17527,279-962,-683
17528,546-305,241
17529,23-118,-95
17530,743-771,-28
17531,700-205,495
17532,535-41,494
17533,923-340,583
17534,381-664,-283
17535,933-555,378
17536,158-146,12
17537,137-633,-496
17538,632-572,60
17539,1-659,-658
17540,164-430,-266
17541,364-524,-160
17542,114-415,-301
17543,170-435,-265
17544,869-319,550
17545,147-951,-804
17546,714-25,689
17547,835-976,-141
17548,175-807,-632
17549,37-781,-744
17550,517-271,246
17551,302-335,-33
17552,265-207,58
17553,407-493,-86
17554,906-502,404
17555,851-317,534
17556,146-565,-419
17557,16-110,-94
17558,897-134,763
17559,253-965,-712
17560,643-221,422
17561,836-827,9
17562,159-933,-774
17563,973-194,779
17564,894-993,-99
17565,628-94,534
17566,747-60,687
17567,361-992,-631
17568,782-261,521
17569,496-756,-260
17570,250-804,-554
17571,175-288,-113
17572,959-110,849
17573,517-338,179
17574,633-308,325
17575,337-138,199
17576,682-749,-67
17577,788-609,179
17578,659-60,599
17579,864-203,661
17580,737-416,321
17581,106-739,-633
17582,517-754,-237
17583,577-64,513
17584,896-460,436
17585,26-917,-891
17586,56-394,-338
17587,382-482,-100
17588,780-227,553
17589,346-153,193
17590,526-678,-152
17591,28-537,-509
17592,950-598,352
17593,785-584,201
17594,931-662,269
17595,997-637,360
17596,379-14,365
17597,608-13,595
17598,282-783,-501
17599,234-875,-641
17600,815-832,-17
17601,719-417,302
17602,359-118,241
17603,661-549,112
17604,563-605,-42
17605,786-113,673
17606,775-448,327
17607,345-995,-650
17608,392-280,112
17609,994-64,930
17610,243-858,-615
17611,488-179,309
17612,835-825,10
17613,103-144,-41
17614,784-469,315
17615,913-20,893
17616,955-966,-11
17617,173-64,109
17618,127-889,-762
17619,194-874,-680
17620,94-11,83
17621,644-419,225
17622,229-528,-299
17623,234-854,-620
17624,219-566,-347
17625,550-676,-126
17626,804-133,671
17627,581-183,398
17628,504-815,-311
17629,547-39,508
17630,227-970,-743
17631,672-899,-227
17632,470-382,88
17633,48-110,-62
17634,720-69,651
17635,93-677,-584
17636,445-706,-261
17637,427-195,232
17638,176-547,-371
17639,720-267,453
17640,140-853,-713
17641,477-16,461
17642,695-962,-267
17643,853-228,625
17644,159-956,-797
17645,561-345,216
17646,972-18,954
17647,513-65,448
17648,906-848,58
17649,951-2,949
17650,179-399,-220
17651,353-763,-410
17652,80-150,-70
17653,55-672,-617
17654,769-270,499
17655,597-945,-348
17656,388-890,-502
17657,462-456,6
17658,651-960,-309
17659,706-842,-136
17660,539-250,289
17661,820-448,372
17662,23-920,-897
17663,118-403,-285
17664,540-812,-272
17665,654-404,250
17666,375-572,-197
17667,583-826,-243
17668,87-950,-863
17669,813-47,766
17670,63-671,-608
17671,992-542,450
17672,89-991,-902
17673,237-715,-478
17674,237-14,223
17675,434-211,223
17676,56-649,-593
17677,588-403,185
17678,746-290,456
17679,861-893,-32
17680,575-144,431
17681,571-563,8
17682,31-826,-795
17683,322-290,32
17684,487-555,-68
17685,154-849,-695
17686,173-193,-20
17687,750-514,236
17688,970-588,382
17689,382-355,27
17690,529-332,197
17691,421-597,-176
17692,250-111,139
17693,51-741,-690
17694,657-487,170
17695,325-434,-109
17696,85-385,-300
17697,35-969,-934
17698,704-352,352
17699,542-902,-360
17700,430-942,-512
17701,150-92,58
17702,85-600,-515
17703,923-718,205
17704,765-474,291
17705,191-511,-320
17706,338-806,-468
17707,186-284,-98
17708,651-769,-118
17709,570-654,-84
17710,668-448,220
17711,309-168,141
17712,590-29,561
17713,334-107,227
17714,187-544,-357
17715,601-762,-161
17716,928-835,93
17717,900-449,451
17718,482-56,426
17719,981-453,528
17720,223-122,101
17721,373-260,113
17722,181-36,145
17723,422-253,169
17724,864-570,294
17725,281-65,216
17726,167-334,-167
17727,261-602,-341
17728,538-38,500
17729,233-452,-219
17730,302-746,-444
17731,782-904,-122
17732,503-824,-321
17733,557-536,21
17734,947-574,373
17735,12-800,-788
17736,626-762,-136
17737,294-989,-695
17738,472-419,53
17739,427-453,-26
17740,644-108,536
17741,589-687,-98
17742,656-277,379
17743,722-688,34
17744,729-128,601
17745,580-391,189
17746,450-926,-476
17747,127-288,-161
17748,38-149,-111
17749,630-928,-298
17750,461-378,83
17751,819-868,-49
17752,650-718,-68
17753,105-122,-17
17754,242-463,-221
17755,611-960,-349
17756,725-632,93
17757,816-483,333
17758,534-723,-189
17759,105-241,-136
17760,602-352,250
17761,119-50,69
17762,377-412,-35
17763,102-87,15
17764,894-121,773
17765,125-209,-84
17766,24-879,-855
17767,87-890,-803
17768,629-428,201
17769,461-962,-501
17770,39-692,-653
17771,632-365,267
17772,176-502,-326
17773,859-239,620
17774,541-487,54
17775,975-814,161
17776,786-782,4
17777,690-639,51
17778,324-160,164
17779,343-45,298
17780,946-827,119
17781,51-714,-663
17782,938-472,466
17783,761-226,535
17784,108-660,-552
17785,53-763,-710
17786,895-392,503
17787,177-322,-145
17788,80-967,-887
17789,306-397,-91
17790,520-555,-35
17791,580-304,276
17792,107-580,-473
17793,602-309,293
17794,801-414,387
17795,879-217,662
17796,745-515,230
17797,613-594,19
17798,574-369,205
17799,653-423,230
17800,656-620,36
17801,590-48,542
17802,5-443,-438
17803,30-728,-698
17804,724-459,265
17805,107-697,-590
17806,132-791,-659
17807,338-17,321
17808,500-84,416
17809,985-730,255
17810,736-273,463
17811,232-713,-481
17812,584-544,40
17813,15-791,-776
17814,332-743,-411
17815,387-904,-517
17816,85-14,71
17817,733-597,136
17818,617-265,352
17819,787-667,120
17820,264-278,-14
17821,708-620,88
17822,929-538,391
17823,601-657,-56
17824,537-428,109
17825,925-452,473
17826,143-715,-572
17827,375-181,194
17828,326-699,-373
17829,843-256,587
17830,39-503,-464
17831,21-479,-458
17832,337-831,-494
17833,464-885,-421
17834,615-329,286
17835,302-988,-686
17836,88-733,-645
17837,414-90,324
17838,234-157,77
17839,287-545,-258
17840,701-835,-134
17841,728-603,125
17842,762-464,298
17843,146-431,-285
17844,43-631,-588
17845,86-599,-513
17846,796-537,259
17847,27-460,-433
17848,420-495,-75
17849,106-804,-698
17850,373-495,-122
17851,194-899,-705
17852,77-362,-285
17853,482-496,-14
17854,392-814,-422
17855,700-257,443
17856,397-246,151
17857,87-566,-479
17858,917-512,405
17859,792-182,610
17860,789-522,267
17861,828-872,-44
17862,506-575,-69
17863,342-562,-220
17864,120-88,32
17865,775-349,426
17866,693-485,208
17867,146-531,-385
17868,799-225,574
17869,66-815,-749
17870,241-317,-76
17871,612-49,563
17872,103-948,-845
17873,431-947,-516
17874,400-253,147
17875,888-584,304
17876,146-351,-205
17877,990-586,404
17878,935-110,825
17879,47-685,-638
17880,124-936,-812
17881,346-710,-364
17882,729-329,400
17883,404-116,288
17884,402-83,319
17885,438-962,-524
17886,826-175,651
17887,291-486,-195
17888,87-902,-815
17889,79-766,-687
17890,995-946,49
17891,153-164,-11
17892,991-331,660
17893,318-146,172
17894,58-982,-924
17895,431-444,-13
17896,92-201,-109
17897,72-778,-706
17898,911-113,798
17899,942-969,-27
17900,33-601,-568
17901,193-356,-163
17902,179-155,24
17903,239-910,-671
17904,932-961,-29
17905,40-375,-335
17906,158-634,-476
17907,734-648,86
17908,614-71,543
17909,950-969,-19
17910,495-283,212
17911,175-311,-136
17912,319-791,-472
17913,949-495,454
17914,367-734,-367
17915,886-892,-6
17916,797-487,310
17917,434-616,-182
17918,215-657,-442
17919,822-658,164
17920,858-403,455
17921,333-199,134
17922,141-803,-662
17923,651-609,42
17924,446-90,356
17925,133-594,-461
17926,147-568,-421
17927,10-776,-766
17928,748-351,397
17929,965-950,15
17930,22-650,-628
17931,675-275,400
17932,431-343,88
17933,965-331,634
17934,542-404,138
17935,331-207,124
17936,647-293,354
17937,260-361,-101
17938,872-602,270
17939,358-11,347
17940,808-270,538
17941,416-407,9
17942,807-112,695
17943,406-300,106
17944,699-353,346
17945,827-793,34
17946,636-603,33
17947,761-615,146
17948,537-889,-352
17949,874-860,14
17950,508-960,-452
17951,882-303,579
17952,635-575,60
17953,748-338,410
17954,684-844,-160
17955,968-10,958
17956,228-833,-605
17957,864-484,380
17958,520-448,72
17959,967-505,462
17960,109-391,-282
17961,533-725,-192
17962,392-905,-513
17963,23-770,-747
17964,655-402,253
17965,286-959,-673
17966,411-192,219
17967,592-923,-331
17968,320-749,-429
17969,694-677,17
17970,173-753,-580
17971,819-528,291
17972,49-240,-191
17973,117-417,-300
17974,765-634,131
17975,568-721,-153
17976,366-936,-570
17977,317-854,-537
17978,68-548,-480
17979,154-70,84
17980,981-174,807
17981,681-923,-242
17982,971-495,476
17983,936-130,806
17984,383-325,58
17985,631-72,559
17986,294-701,-407
17987,714-452,262
17988,450-355,95
17989,444-778,-334
17990,912-931,-19
17991,569-570,-1
17992,735-147,588
17993,107-386,-279
17994,757-971,-214
17995,186-764,-578
17996,936-937,-1
17997,14-82,-68
17998,373-612,-239
17999,314-301,13
18000,516-430,86
18001,582-806,-224
18002,357-765,-408
18003,574-39,535
18004,897-763,134
18005,744-194,550
18006,950-773,177
18007,721-580,141
18008,672-794,-122
18009,226-445,-219
18010,183-490,-307
18011,163-98,65
18012,8-397,-389
18013,818-559,259
18014,542-178,364
18015,399-226,173
18016,348-1,347
18017,257-471,-214
18018,575-46,529
18019,565-333,232
18020,951-514,437
18021,218-200,18
18022,788-577,211
18023,591-930,-339
18024,230-855,-625
18025,16-861,-845
18026,31-215,-184
18027,130-199,-69
18028,364-170,194
18029,280-80,200
18030,104-972,-868
18031,195-165,30
18032,665-673,-8
18033,349-821,-472
18034,171-433,-262
18035,756-387,369
18036,2-102,-100
18037,70-584,-514
18038,292-995,-703
18039,1-152,-151
18040,766-137,629
18041,601-946,-345
18042,381-578,-197
18043,254-206,48
18044,132-797,-665
18045,879-625,254
18046,777-680,97
18047,326-837,-511
18048,526-149,377
18049,337-616,-279
18050,695-151,544
18051,107-347,-240
18052,691-268,423
18053,621-270,351
18054,392-575,-183
18055,538-413,125
18056,537-282,255
18057,306-616,-310
18058,563-850,-287
18059,580-857,-277
18060,500-279,221
18061,353-508,-155
18062,343-52,291
18063,916-750,166
18064,234-742,-508
18065,523-651,-128
18066,301-378,-77
18067,464-422,42
18068,45-717,-672
18069,775-75,700
18070,700-75,625
18071,642-790,-148
18072,839-736,103
18073,2-572,-570
18074,168-624,-456
18075,292-239,53
18076,826-940,-114
18077,941-743,198
18078,177-313,-136
18079,445-874,-429
18080,584-151,433
18081,179-9,170
18082,459-453,6
18083,305-424,-119
18084,87-417,-330
18085,60-823,-763
18086,445-127,318
18087,612-614,-2
18088,442-354,88
18089,33-505,-472
18090,326-262,64
18091,687-744,-57
18092,29-927,-898
18093,254-273,-19
18094,393-293,100
18095,980-74,906
18096,727-869,-142
18097,878-673,205
18098,794-716,78
18099,175-79,96
18100,338-370,-32
18101,307-28,279
18102,378-120,258
18103,979-864,115
18104,921-506,415
18105,898-122,776
18106,824-197,627
18107,195-368,-173
18108,430-609,-179
18109,780-514,266
18110,688-676,12
18111,901-843,58
18112,646-285,361
18113,893-242,651
18114,964-651,313
18115,193-811,-618
18116,219-984,-765
18117,579-371,208
18118,544-894,-350
18119,345-624,-279
18120,186-480,-294
18121,374-509,-135
18122,83-10,73
18123,324-776,-452
18124,469-701,-232
18125,746-561,185
18126,293-469,-176
18127,467-978,-511
18128,774-938,-164
18129,602-813,-211
18130,391-912,-521
18131,850-539,311
18132,380-68,312
18133,557-607,-50
18134,900-423,477
18135,2-381,-379
18136,265-529,-264
18137,100-912,-812
18138,883-207,676
18139,625-592,33
18140,214-291,-77
18141,30-894,-864
18142,13-416,-403
18143,714-792,-78
18144,158-887,-729
18145,461-215,246
18146,902-298,604
18147,175-208,-33
18148,480-165,315
18149,141-547,-406
18150,813-253,560
18151,382-620,-238
18152,87-526,-439
18153,415-544,-129
18154,897-881,16
18155,351-504,-153
18156,33-884,-851
18157,980-529,451
18158,470-135,335
18159,623-984,-361
18160,389-691,-302
18161,245-88,157
18162,325-92,233
18163,899-337,562
18164,591-934,-343
18165,50-284,-234
18166,719-946,-227
18167,289-532,-243
18168,180-670,-490
18169,122-65,57
18170,664-872,-208
18171,515-892,-377
18172,573-586,-13
18173,552-445,107
18174,210-129,81
18175,983-108,875
18176,643-467,176
18177,92-477,-385
18178,544-929,-385
18179,53-22,31
18180,976-990,-14
18181,453-345,108
18182,670-623,47
18183,660-57,603
18184,341-958,-617
18185,855-54,801
18186,926-852,74
18187,955-328,627
18188,811-931,-120
18189,962-751,211
18190,857-110,747
18191,750-133,617
18192,286-948,-662
18193,549-867,-318
18194,745-180,565
18195,452-696,-244
18196,565-511,54
18197,605-371,234
18198,995-259,736
18199,405-564,-159
18200,340-23,317
18201,933-682,251
18202,686-489,197
18203,678-751,-73
18204,329-460,-131
18205,640-325,315
18206,963-318,645
18207,255-79,176
18208,575-47,528
18209,684-40,644
18210,615-382,233
18211,534-901,-367
18212,138-968,-830
18213,28-341,-313
18214,36-575,-539
18215,884-842,42
18216,554-4,550
18217,42-265,-223
18218,513-276,237
18219,971-682,289
18220,933-786,147
18221,696-423,273
18222,48-786,-738
18223,439-293,146
18224,817-541,276
18225,528-210,318
18226,886-69,817
18227,585-488,97
18228,748-336,412
18229,355-925,-570
18230,668-455,213
18231,892-242,650
18232,768-364,404
18233,446-407,39
18234,49-39,10
18235,597-363,234
18236,630-280,350
18237,838-398,440
18238,694-450,244
18239,572-393,179
18240,391-734,-343
18241,806-56,750
18242,174-26,148
18243,803-614,189
18244,488-547,-59
18245,252-51,201
18246,624-649,-25
18247,408-770,-362
18248,654-248,406
18249,883-103,780
18250,587-975,-388
18251,369-120,249
18252,929-557,372
18253,424-923,-499
18254,254-734,-480
18255,702-512,190
18256,668-163,505
18257,601-52,549
18258,891-73,818
18259,489-451,38
18260,381-703,-322
18261,183-349,-166
18262,185-545,-360
18263,790-428,362
18264,139-530,-391
18265,933-586,347
18266,27-712,-685
18267,864-157,707
18268,960-191,769
18269,37-97,-60
18270,122-736,-614
18271,748-664,84
18272,444-557,-113
18273,640-484,156
18274,424-99,325
18275,520-95,425
18276,312-14,298
18277,91-444,-353
18278,767-517,250
18279,189-9,180
18280,883-131,752
18281,906-241,665
18282,712-25,687
18283,306-489,-183
